"Date","Publisher","Pollster","Type","Sample","Party","Mandates","Election"
2014-01-05,"ערוץ 2","מדגם - גבע וצמח","מדגם",500,"שס",10,2015
2014-01-05,"ערוץ 2","מדגם - גבע וצמח","מדגם",500,"שס",9,2015
2014-01-05,"ערוץ 2","מדגם - גבע וצמח","מדגם",500,"יהדות התורה",7,2015
2014-01-05,"ערוץ 2","מדגם - גבע וצמח","מדגם",500,"מרצ",7,2015
2013-01-18,"ידיעות אחרונות","מינה צמח","מדגם",1000,"הליכוד ישראל ביתנו",32,2013
2013-01-18,"ידיעות אחרונות","מינה צמח","מדגם",1000,"העבודה",17,2013
2013-01-18,"ידיעות אחרונות","מינה צמח","מדגם",1000,"יש עתיד",13,2013
2013-01-18,"ידיעות אחרונות","מינה צמח","מדגם",1000,"הבית היהודי",12,2013
2013-01-18,"ידיעות אחרונות","מינה צמח","מדגם",1000,"שס",11,2013
2013-01-18,"ידיעות אחרונות","מינה צמח","מדגם",1000,"התנועה",8,2013
2013-01-18,"ידיעות אחרונות","מינה צמח","מדגם",1000,"יהדות התורה",6,2013
2013-01-18,"ידיעות אחרונות","מינה צמח","מדגם",1000,"מרצ",6,2013
2013-01-18,"ידיעות אחרונות","מינה צמח","מדגם",1000,"חדש",4,2013
2013-01-18,"ידיעות אחרונות","מינה צמח","מדגם",1000,"רעמ תעל",4,2013
2013-01-18,"ידיעות אחרונות","מינה צמח","מדגם",1000,"בלד",3,2013
2013-01-18,"ידיעות אחרונות","מינה צמח","מדגם",1000,"עוצמה לישראל",2,2013
2013-01-18,"ידיעות אחרונות","מינה צמח","מדגם",1000,"קדימה",2,2013
2013-01-18,"ערוץ 1","מדגם - מנו גבע","מדגם",500,"הליכוד ישראל ביתנו",32,2013
2013-01-18,"ערוץ 1","מדגם - מנו גבע","מדגם",500,"העבודה",16,2013
2013-01-18,"ערוץ 1","מדגם - מנו גבע","מדגם",500,"הבית היהודי",14,2013
2013-01-18,"ערוץ 1","מדגם - מנו גבע","מדגם",500,"יש עתיד",12,2013
2013-01-18,"ערוץ 1","מדגם - מנו גבע","מדגם",500,"שס",12,2013
2013-01-18,"ערוץ 1","מדגם - מנו גבע","מדגם",500,"התנועה",9,2013
2013-01-18,"ערוץ 1","מדגם - מנו גבע","מדגם",500,"יהדות התורה",6,2013
2013-01-18,"ערוץ 1","מדגם - מנו גבע","מדגם",500,"מרצ",6,2013
2013-01-18,"ערוץ 1","מדגם - מנו גבע","מדגם",500,"חדש",4,2013
2013-01-18,"ערוץ 1","מדגם - מנו גבע","מדגם",500,"רעמ תעל",4,2013
2013-01-18,"ערוץ 1","מדגם - מנו גבע","מדגם",500,"בלד",3,2013
2013-01-18,"ערוץ 1","מדגם - מנו גבע","מדגם",500,"עוצמה לישראל",2,2013
2013-01-18,"ערוץ 1","מדגם - מנו גבע","מדגם",500,"קדימה",0,2013
2013-01-18,"ערוץ 1","מדגם - מנו גבע","מדגם",500,"רשימות שוליים",0,2013
2013-01-17,"גלובס","רפי סמית","מדגם טלפון+פלאפון",500,"הליכוד ישראל ביתנו",34,2013
2013-01-17,"גלובס","רפי סמית","מדגם טלפון+פלאפון",500,"העבודה",17,2013
2013-01-17,"גלובס","רפי סמית","מדגם טלפון+פלאפון",500,"הבית היהודי",13,2013
2013-01-17,"גלובס","רפי סמית","מדגם טלפון+פלאפון",500,"יש עתיד",11,2013
2013-01-17,"גלובס","רפי סמית","מדגם טלפון+פלאפון",500,"שס",11,2013
2013-01-17,"גלובס","רפי סמית","מדגם טלפון+פלאפון",500,"התנועה",7,2013
2013-01-17,"גלובס","רפי סמית","מדגם טלפון+פלאפון",500,"יהדות התורה",6,2013
2013-01-17,"גלובס","רפי סמית","מדגם טלפון+פלאפון",500,"מרצ",6,2013
2013-01-17,"גלובס","רפי סמית","מדגם טלפון+פלאפון",500,"בלד",4,2013
2013-01-17,"גלובס","רפי סמית","מדגם טלפון+פלאפון",500,"חדש",4,2013
2013-01-17,"גלובס","רפי סמית","מדגם טלפון+פלאפון",500,"רעמ תעל",3,2013
2013-01-17,"גלובס","רפי סמית","מדגם טלפון+פלאפון",500,"עוצמה לישראל",2,2013
2013-01-17,"גלובס","רפי סמית","מדגם טלפון+פלאפון",500,"קדימה",2,2013
2013-01-17,"הארץ","קמיל פוקס","מדגם טלפון+פלאפון",712,"הליכוד ישראל ביתנו",32,2013
2013-01-17,"הארץ","קמיל פוקס","מדגם טלפון+פלאפון",712,"העבודה",17,2013
2013-01-17,"הארץ","קמיל פוקס","מדגם טלפון+פלאפון",712,"הבית היהודי",14,2013
2013-01-17,"הארץ","קמיל פוקס","מדגם טלפון+פלאפון",712,"יש עתיד",12,2013
2013-01-17,"הארץ","קמיל פוקס","מדגם טלפון+פלאפון",712,"שס",12,2013
2013-01-17,"הארץ","קמיל פוקס","מדגם טלפון+פלאפון",712,"התנועה",8,2013
2013-01-17,"הארץ","קמיל פוקס","מדגם טלפון+פלאפון",712,"מרצ",6,2013
2013-01-17,"הארץ","קמיל פוקס","מדגם טלפון+פלאפון",712,"חדש",5,2013
2013-01-17,"הארץ","קמיל פוקס","מדגם טלפון+פלאפון",712,"יהדות התורה",5,2013
2013-01-17,"הארץ","קמיל פוקס","מדגם טלפון+פלאפון",712,"בלד",4,2013
2013-01-17,"הארץ","קמיל פוקס","מדגם טלפון+פלאפון",712,"רעמ תעל",3,2013
2013-01-17,"הארץ","קמיל פוקס","מדגם טלפון+פלאפון",712,"קדימה",2,2013
2013-01-17,"ישראל היום","הגל החדש","מדגם",500,"הליכוד ישראל ביתנו",35,2013
2013-01-17,"ישראל היום","הגל החדש","מדגם",500,"העבודה",17,2013
2013-01-17,"ישראל היום","הגל החדש","מדגם",500,"הבית היהודי",15,2013
2013-01-17,"ישראל היום","הגל החדש","מדגם",500,"יש עתיד",12,2013
2013-01-17,"ישראל היום","הגל החדש","מדגם",500,"שס",11,2013
2013-01-17,"ישראל היום","הגל החדש","מדגם",500,"התנועה",7,2013
2013-01-17,"ישראל היום","הגל החדש","מדגם",500,"יהדות התורה",6,2013
2013-01-17,"ישראל היום","הגל החדש","מדגם",500,"מרצ",5,2013
2013-01-17,"ישראל היום","הגל החדש","מדגם",500,"רעמ תעל",4,2013
2013-01-17,"ישראל היום","הגל החדש","מדגם",500,"בלד",3,2013
2013-01-17,"ישראל היום","הגל החדש","מדגם",500,"חדש",3,2013
2013-01-17,"ישראל היום","הגל החדש","מדגם",500,"קדימה",2,2013
2013-01-17,"ישראל היום","הגל החדש","מדגם",500,"עוצמה לישראל",0,2013
2013-01-17,"ישראל היום","הגל החדש","מדגם",500,"רשימות שוליים",0,2013
2013-01-17,"מעריב","מאגר מוחות","מדגם",569,"הליכוד ישראל ביתנו",37,2013
2013-01-17,"מעריב","מאגר מוחות","מדגם",569,"העבודה",15,2013
2013-01-17,"מעריב","מאגר מוחות","מדגם",569,"הבית היהודי",14,2013
2013-01-17,"מעריב","מאגר מוחות","מדגם",569,"שס",12,2013
2013-01-17,"מעריב","מאגר מוחות","מדגם",569,"יש עתיד",8,2013
2013-01-17,"מעריב","מאגר מוחות","מדגם",569,"מרצ",7,2013
2013-01-17,"מעריב","מאגר מוחות","מדגם",569,"יהדות התורה",6,2013
2013-01-17,"מעריב","מאגר מוחות","מדגם",569,"התנועה",5,2013
2013-01-17,"מעריב","מאגר מוחות","מדגם",569,"חדש",4,2013
2013-01-17,"מעריב","מאגר מוחות","מדגם",569,"בלד",3,2013
2013-01-17,"מעריב","מאגר מוחות","מדגם",569,"קדימה",3,2013
2013-01-17,"מעריב","מאגר מוחות","מדגם",569,"רעמ תעל",3,2013
2013-01-17,"מעריב","מאגר מוחות","מדגם",569,"עוצמה לישראל",2,2013
2013-01-17,"מעריב","מאגר מוחות","מדגם",569,"רשימות שוליים",1,2013
2013-01-17,"ערוץ 2","פאנלס פוליטיקס","פאנל",603,"הליכוד ישראל ביתנו",35,2013
2013-01-17,"ערוץ 2","פאנלס פוליטיקס","פאנל",603,"העבודה",16,2013
2013-01-17,"ערוץ 2","פאנלס פוליטיקס","פאנל",603,"הבית היהודי",14,2013
2013-01-17,"ערוץ 2","פאנלס פוליטיקס","פאנל",603,"יש עתיד",11,2013
2013-01-17,"ערוץ 2","פאנלס פוליטיקס","פאנל",603,"שס",11,2013
2013-01-17,"ערוץ 2","פאנלס פוליטיקס","פאנל",603,"התנועה",6,2013
2013-01-17,"ערוץ 2","פאנלס פוליטיקס","פאנל",603,"יהדות התורה",6,2013
2013-01-17,"ערוץ 2","פאנלס פוליטיקס","פאנל",603,"מרצ",6,2013
2013-01-17,"ערוץ 2","פאנלס פוליטיקס","פאנל",603,"חדש",4,2013
2013-01-17,"ערוץ 2","פאנלס פוליטיקס","פאנל",603,"רעמ תעל",4,2013
2013-01-17,"ערוץ 2","פאנלס פוליטיקס","פאנל",603,"קדימה",3,2013
2013-01-17,"ערוץ 2","פאנלס פוליטיקס","פאנל",603,"בלד",2,2013
2013-01-17,"ערוץ 2","פאנלס פוליטיקס","פאנל",603,"עוצמה לישראל",2,2013
2013-01-17,"רדיו ללא הפסקה","גיאוקרטוגרפיה","מדגם",500,"הליכוד ישראל ביתנו",32,2013
2013-01-17,"רדיו ללא הפסקה","גיאוקרטוגרפיה","מדגם",500,"הבית היהודי",17,2013
2013-01-17,"רדיו ללא הפסקה","גיאוקרטוגרפיה","מדגם",500,"העבודה",16,2013
2013-01-17,"רדיו ללא הפסקה","גיאוקרטוגרפיה","מדגם",500,"יש עתיד",11,2013
2013-01-17,"רדיו ללא הפסקה","גיאוקרטוגרפיה","מדגם",500,"שס",10,2013
2013-01-17,"רדיו ללא הפסקה","גיאוקרטוגרפיה","מדגם",500,"התנועה",6,2013
2013-01-17,"רדיו ללא הפסקה","גיאוקרטוגרפיה","מדגם",500,"יהדות התורה",6,2013
2013-01-17,"רדיו ללא הפסקה","גיאוקרטוגרפיה","מדגם",500,"מרצ",6,2013
2013-01-17,"רדיו ללא הפסקה","גיאוקרטוגרפיה","מדגם",500,"בלד",5,2013
2013-01-17,"רדיו ללא הפסקה","גיאוקרטוגרפיה","מדגם",500,"חדש",4,2013
2013-01-17,"רדיו ללא הפסקה","גיאוקרטוגרפיה","מדגם",500,"רעמ תעל",3,2013
2013-01-17,"רדיו ללא הפסקה","גיאוקרטוגרפיה","מדגם",500,"עוצמה לישראל",2,2013
2013-01-17,"רדיו ללא הפסקה","גיאוקרטוגרפיה","מדגם",500,"קדימה",2,2013
2013-01-16,"וואלה","טלסקר","מדגם",500,"הליכוד ישראל ביתנו",34,2013
2013-01-16,"וואלה","טלסקר","מדגם",500,"העבודה",18,2013
2013-01-16,"וואלה","טלסקר","מדגם",500,"הבית היהודי",15,2013
2013-01-16,"וואלה","טלסקר","מדגם",500,"יש עתיד",11,2013
2013-01-16,"וואלה","טלסקר","מדגם",500,"שס",10,2013
2013-01-16,"וואלה","טלסקר","מדגם",500,"התנועה",6,2013
2013-01-16,"וואלה","טלסקר","מדגם",500,"יהדות התורה",6,2013
2013-01-16,"וואלה","טלסקר","מדגם",500,"מרצ",5,2013
2013-01-16,"וואלה","טלסקר","מדגם",500,"רעמ תעל",4,2013
2013-01-16,"וואלה","טלסקר","מדגם",500,"בלד",3,2013
2013-01-16,"וואלה","טלסקר","מדגם",500,"חדש",3,2013
2013-01-16,"וואלה","טלסקר","מדגם",500,"קדימה",3,2013
2013-01-16,"וואלה","טלסקר","מדגם",500,"רשימות שוליים",2,2013
2013-01-16,"מאקו","פאנלס פוליטיקס","פאנל",707,"הליכוד ישראל ביתנו",34,2013
2013-01-16,"מאקו","פאנלס פוליטיקס","פאנל",707,"העבודה",16,2013
2013-01-16,"מאקו","פאנלס פוליטיקס","פאנל",707,"הבית היהודי",14,2013
2013-01-16,"מאקו","פאנלס פוליטיקס","פאנל",707,"יש עתיד",11,2013
2013-01-16,"מאקו","פאנלס פוליטיקס","פאנל",707,"שס",10,2013
2013-01-16,"מאקו","פאנלס פוליטיקס","פאנל",707,"התנועה",7,2013
2013-01-16,"מאקו","פאנלס פוליטיקס","פאנל",707,"יהדות התורה",6,2013
2013-01-16,"מאקו","פאנלס פוליטיקס","פאנל",707,"מרצ",6,2013
2013-01-16,"מאקו","פאנלס פוליטיקס","פאנל",707,"חדש",4,2013
2013-01-16,"מאקו","פאנלס פוליטיקס","פאנל",707,"רעמ תעל",4,2013
2013-01-16,"מאקו","פאנלס פוליטיקס","פאנל",707,"בלד",3,2013
2013-01-16,"מאקו","פאנלס פוליטיקס","פאנל",707,"קדימה",3,2013
2013-01-16,"מאקו","פאנלס פוליטיקס","פאנל",707,"עוצמה לישראל",2,2013
2013-01-16,"ערוץ 10","קמיל פוקס","מדגם טלפון+פלאפון",756,"הליכוד ישראל ביתנו",32,2013
2013-01-16,"ערוץ 10","קמיל פוקס","מדגם טלפון+פלאפון",756,"העבודה",16,2013
2013-01-16,"ערוץ 10","קמיל פוקס","מדגם טלפון+פלאפון",756,"הבית היהודי",14,2013
2013-01-16,"ערוץ 10","קמיל פוקס","מדגם טלפון+פלאפון",756,"יש עתיד",11,2013
2013-01-16,"ערוץ 10","קמיל פוקס","מדגם טלפון+פלאפון",756,"שס",11,2013
2013-01-16,"ערוץ 10","קמיל פוקס","מדגם טלפון+פלאפון",756,"התנועה",9,2013
2013-01-16,"ערוץ 10","קמיל פוקס","מדגם טלפון+פלאפון",756,"יהדות התורה",6,2013
2013-01-16,"ערוץ 10","קמיל פוקס","מדגם טלפון+פלאפון",756,"מרצ",6,2013
2013-01-16,"ערוץ 10","קמיל פוקס","מדגם טלפון+פלאפון",756,"בלד",4,2013
2013-01-16,"ערוץ 10","קמיל פוקס","מדגם טלפון+פלאפון",756,"חדש",4,2013
2013-01-16,"ערוץ 10","קמיל פוקס","מדגם טלפון+פלאפון",756,"רעמ תעל",3,2013
2013-01-16,"ערוץ 10","קמיל פוקס","מדגם טלפון+פלאפון",756,"עוצמה לישראל",2,2013
2013-01-16,"ערוץ 10","קמיל פוקס","מדגם טלפון+פלאפון",756,"קדימה",2,2013
2013-01-15,"ערוץ 2","מינה צמח","מדגם",770,"הליכוד ישראל ביתנו",33,2013
2013-01-15,"ערוץ 2","מינה צמח","מדגם",770,"העבודה",17,2013
2013-01-15,"ערוץ 2","מינה צמח","מדגם",770,"הבית היהודי",12,2013
2013-01-15,"ערוץ 2","מינה צמח","מדגם",770,"יש עתיד",11,2013
2013-01-15,"ערוץ 2","מינה צמח","מדגם",770,"שס",11,2013
2013-01-15,"ערוץ 2","מינה צמח","מדגם",770,"התנועה",9,2013
2013-01-15,"ערוץ 2","מינה צמח","מדגם",770,"יהדות התורה",6,2013
2013-01-15,"ערוץ 2","מינה צמח","מדגם",770,"מרצ",6,2013
2013-01-15,"ערוץ 2","מינה צמח","מדגם",770,"חדש",4,2013
2013-01-15,"ערוץ 2","מינה צמח","מדגם",770,"רעמ תעל",4,2013
2013-01-15,"ערוץ 2","מינה צמח","מדגם",770,"בלד",3,2013
2013-01-15,"ערוץ 2","מינה צמח","מדגם",770,"עוצמה לישראל",2,2013
2013-01-15,"ערוץ 2","מינה צמח","מדגם",770,"קדימה",2,2013
2013-01-14,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",603,"הליכוד ישראל ביתנו",35,2013
2013-01-14,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",603,"העבודה",17,2013
2013-01-14,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",603,"הבית היהודי",14,2013
2013-01-14,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",603,"יש עתיד",11,2013
2013-01-14,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",603,"שס",9,2013
2013-01-14,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",603,"התנועה",8,2013
2013-01-14,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",603,"יהדות התורה",5,2013
2013-01-14,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",603,"מרצ",5,2013
2013-01-14,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",603,"רעמ תעל",4,2013
2013-01-14,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",603,"בלד",3,2013
2013-01-14,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",603,"חדש",3,2013
2013-01-14,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",603,"עוצמה לישראל",3,2013
2013-01-14,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",603,"קדימה",3,2013
2013-01-11,"ידיעות אחרונות","מינה צמח","מדגם",1000,"הליכוד ישראל ביתנו",33,2013
2013-01-11,"ידיעות אחרונות","מינה צמח","מדגם",1000,"העבודה",18,2013
2013-01-11,"ידיעות אחרונות","מינה צמח","מדגם",1000,"הבית היהודי",14,2013
2013-01-11,"ידיעות אחרונות","מינה צמח","מדגם",1000,"יש עתיד",11,2013
2013-01-11,"ידיעות אחרונות","מינה צמח","מדגם",1000,"שס",10,2013
2013-01-11,"ידיעות אחרונות","מינה צמח","מדגם",1000,"התנועה",8,2013
2013-01-11,"ידיעות אחרונות","מינה צמח","מדגם",1000,"מרצ",6,2013
2013-01-11,"ידיעות אחרונות","מינה צמח","מדגם",1000,"יהדות התורה",5,2013
2013-01-11,"ידיעות אחרונות","מינה צמח","מדגם",1000,"חדש",4,2013
2013-01-11,"ידיעות אחרונות","מינה צמח","מדגם",1000,"רעמ תעל",4,2013
2013-01-11,"ידיעות אחרונות","מינה צמח","מדגם",1000,"בלד",3,2013
2013-01-11,"ידיעות אחרונות","מינה צמח","מדגם",1000,"עוצמה לישראל",2,2013
2013-01-11,"ידיעות אחרונות","מינה צמח","מדגם",1000,"קדימה",2,2013
2013-01-11,"ישראל היום","הגל החדש","מדגם",500,"הליכוד ישראל ביתנו",35,2013
2013-01-11,"ישראל היום","הגל החדש","מדגם",500,"העבודה",17,2013
2013-01-11,"ישראל היום","הגל החדש","מדגם",500,"הבית היהודי",14,2013
2013-01-11,"ישראל היום","הגל החדש","מדגם",500,"יש עתיד",11,2013
2013-01-11,"ישראל היום","הגל החדש","מדגם",500,"שס",11,2013
2013-01-11,"ישראל היום","הגל החדש","מדגם",500,"התנועה",9,2013
2013-01-11,"ישראל היום","הגל החדש","מדגם",500,"יהדות התורה",6,2013
2013-01-11,"ישראל היום","הגל החדש","מדגם",500,"חדש",4,2013
2013-01-11,"ישראל היום","הגל החדש","מדגם",500,"מרצ",4,2013
2013-01-11,"ישראל היום","הגל החדש","מדגם",500,"רעמ תעל",4,2013
2013-01-11,"ישראל היום","הגל החדש","מדגם",500,"בלד",3,2013
2013-01-11,"ישראל היום","הגל החדש","מדגם",500,"קדימה",2,2013
2013-01-11,"ישראל היום","הגל החדש","מדגם",500,"עוצמה לישראל",0,2013
2013-01-11,"ישראל היום","הגל החדש","מדגם",500,"רשימות שוליים",0,2013
2013-01-11,"מעריב","מאגר מוחות","מדגם",569,"הליכוד ישראל ביתנו",38,2013
2013-01-11,"מעריב","מאגר מוחות","מדגם",569,"העבודה",16,2013
2013-01-11,"מעריב","מאגר מוחות","מדגם",569,"הבית היהודי",13,2013
2013-01-11,"מעריב","מאגר מוחות","מדגם",569,"שס",12,2013
2013-01-11,"מעריב","מאגר מוחות","מדגם",569,"יש עתיד",8,2013
2013-01-11,"מעריב","מאגר מוחות","מדגם",569,"התנועה",7,2013
2013-01-11,"מעריב","מאגר מוחות","מדגם",569,"יהדות התורה",6,2013
2013-01-11,"מעריב","מאגר מוחות","מדגם",569,"מרצ",5,2013
2013-01-11,"מעריב","מאגר מוחות","מדגם",569,"חדש",4,2013
2013-01-11,"מעריב","מאגר מוחות","מדגם",569,"בלד",3,2013
2013-01-11,"מעריב","מאגר מוחות","מדגם",569,"קדימה",3,2013
2013-01-11,"מעריב","מאגר מוחות","מדגם",569,"רעמ תעל",3,2013
2013-01-11,"מעריב","מאגר מוחות","מדגם",569,"עוצמה לישראל",1,2013
2013-01-11,"מעריב","מאגר מוחות","מדגם",569,"רשימות שוליים",1,2013
2013-01-11,"סופהשבוע","פאנלס פוליטיקס","פאנל",603,"הליכוד ישראל ביתנו",34,2013
2013-01-11,"סופהשבוע","פאנלס פוליטיקס","פאנל",603,"העבודה",17,2013
2013-01-11,"סופהשבוע","פאנלס פוליטיקס","פאנל",603,"הבית היהודי",14,2013
2013-01-11,"סופהשבוע","פאנלס פוליטיקס","פאנל",603,"יש עתיד",11,2013
2013-01-11,"סופהשבוע","פאנלס פוליטיקס","פאנל",603,"התנועה",9,2013
2013-01-11,"סופהשבוע","פאנלס פוליטיקס","פאנל",603,"שס",9,2013
2013-01-11,"סופהשבוע","פאנלס פוליטיקס","פאנל",603,"יהדות התורה",6,2013
2013-01-11,"סופהשבוע","פאנלס פוליטיקס","פאנל",603,"מרצ",5,2013
2013-01-11,"סופהשבוע","פאנלס פוליטיקס","פאנל",603,"רעמ תעל",4,2013
2013-01-11,"סופהשבוע","פאנלס פוליטיקס","פאנל",603,"בלד",3,2013
2013-01-11,"סופהשבוע","פאנלס פוליטיקס","פאנל",603,"חדש",3,2013
2013-01-11,"סופהשבוע","פאנלס פוליטיקס","פאנל",603,"עוצמה לישראל",3,2013
2013-01-11,"סופהשבוע","פאנלס פוליטיקס","פאנל",603,"קדימה",2,2013
2013-01-11,"ערוץ 1","מדגם - מנו גבע","מדגם",500,"הליכוד ישראל ביתנו",33,2013
2013-01-11,"ערוץ 1","מדגם - מנו גבע","מדגם",500,"העבודה",16,2013
2013-01-11,"ערוץ 1","מדגם - מנו גבע","מדגם",500,"הבית היהודי",15,2013
2013-01-11,"ערוץ 1","מדגם - מנו גבע","מדגם",500,"יש עתיד",10,2013
2013-01-11,"ערוץ 1","מדגם - מנו גבע","מדגם",500,"שס",10,2013
2013-01-11,"ערוץ 1","מדגם - מנו גבע","מדגם",500,"התנועה",9,2013
2013-01-11,"ערוץ 1","מדגם - מנו גבע","מדגם",500,"מרצ",6,2013
2013-01-11,"ערוץ 1","מדגם - מנו גבע","מדגם",500,"יהדות התורה",5,2013
2013-01-11,"ערוץ 1","מדגם - מנו גבע","מדגם",500,"חדש",4,2013
2013-01-11,"ערוץ 1","מדגם - מנו גבע","מדגם",500,"רעמ תעל",4,2013
2013-01-11,"ערוץ 1","מדגם - מנו גבע","מדגם",500,"בלד",3,2013
2013-01-11,"ערוץ 1","מדגם - מנו גבע","מדגם",500,"עוצמה לישראל",3,2013
2013-01-11,"ערוץ 1","מדגם - מנו גבע","מדגם",500,"קדימה",2,2013
2013-01-11,"ערוץ 1","מדגם - מנו גבע","מדגם",500,"רשימות שוליים",0,2013
2013-01-10,"ערוץ 2","פאנלס פוליטיקס","פאנל",603,"הליכוד ישראל ביתנו",35,2013
2013-01-10,"ערוץ 2","פאנלס פוליטיקס","פאנל",603,"העבודה",16,2013
2013-01-10,"ערוץ 2","פאנלס פוליטיקס","פאנל",603,"הבית היהודי",13,2013
2013-01-10,"ערוץ 2","פאנלס פוליטיקס","פאנל",603,"שס",11,2013
2013-01-10,"ערוץ 2","פאנלס פוליטיקס","פאנל",603,"יש עתיד",9,2013
2013-01-10,"ערוץ 2","פאנלס פוליטיקס","פאנל",603,"התנועה",8,2013
2013-01-10,"ערוץ 2","פאנלס פוליטיקס","פאנל",603,"יהדות התורה",6,2013
2013-01-10,"ערוץ 2","פאנלס פוליטיקס","פאנל",603,"מרצ",5,2013
2013-01-10,"ערוץ 2","פאנלס פוליטיקס","פאנל",603,"חדש",4,2013
2013-01-10,"ערוץ 2","פאנלס פוליטיקס","פאנל",603,"רעמ תעל",4,2013
2013-01-10,"ערוץ 2","פאנלס פוליטיקס","פאנל",603,"קדימה",3,2013
2013-01-10,"ערוץ 2","פאנלס פוליטיקס","פאנל",603,"בלד",2,2013
2013-01-10,"ערוץ 2","פאנלס פוליטיקס","פאנל",603,"עוצמה לישראל",2,2013
2013-01-10,"ערוץ 2","פאנלס פוליטיקס","פאנל",603,"רשימות שוליים",2,2013
2013-01-09,"ערוץ 7","גיאוקרטוגרפיה","מדגם טלפון+פלאפון",600,"הליכוד ישראל ביתנו",34,2013
2013-01-09,"ערוץ 7","גיאוקרטוגרפיה","מדגם טלפון+פלאפון",600,"העבודה",17,2013
2013-01-09,"ערוץ 7","גיאוקרטוגרפיה","מדגם טלפון+פלאפון",600,"הבית היהודי",15,2013
2013-01-09,"ערוץ 7","גיאוקרטוגרפיה","מדגם טלפון+פלאפון",600,"יש עתיד",12,2013
2013-01-09,"ערוץ 7","גיאוקרטוגרפיה","מדגם טלפון+פלאפון",600,"שס",11,2013
2013-01-09,"ערוץ 7","גיאוקרטוגרפיה","מדגם טלפון+פלאפון",600,"יהדות התורה",6,2013
2013-01-09,"ערוץ 7","גיאוקרטוגרפיה","מדגם טלפון+פלאפון",600,"בלד",5,2013
2013-01-09,"ערוץ 7","גיאוקרטוגרפיה","מדגם טלפון+פלאפון",600,"התנועה",5,2013
2013-01-09,"ערוץ 7","גיאוקרטוגרפיה","מדגם טלפון+פלאפון",600,"מרצ",5,2013
2013-01-09,"ערוץ 7","גיאוקרטוגרפיה","מדגם טלפון+פלאפון",600,"חדש",4,2013
2013-01-09,"ערוץ 7","גיאוקרטוגרפיה","מדגם טלפון+פלאפון",600,"רעמ תעל",3,2013
2013-01-09,"ערוץ 7","גיאוקרטוגרפיה","מדגם טלפון+פלאפון",600,"רשימות שוליים",3,2013
2013-01-08,"וואלה","טלסקר","מדגם",500,"הליכוד ישראל ביתנו",34,2013
2013-01-08,"וואלה","טלסקר","מדגם",500,"העבודה",18,2013
2013-01-08,"וואלה","טלסקר","מדגם",500,"הבית היהודי",13,2013
2013-01-08,"וואלה","טלסקר","מדגם",500,"התנועה",11,2013
2013-01-08,"וואלה","טלסקר","מדגם",500,"יש עתיד",11,2013
2013-01-08,"וואלה","טלסקר","מדגם",500,"שס",11,2013
2013-01-08,"וואלה","טלסקר","מדגם",500,"יהדות התורה",6,2013
2013-01-08,"וואלה","טלסקר","מדגם",500,"חדש",4,2013
2013-01-08,"וואלה","טלסקר","מדגם",500,"מרצ",4,2013
2013-01-08,"וואלה","טלסקר","מדגם",500,"רעמ תעל",4,2013
2013-01-08,"וואלה","טלסקר","מדגם",500,"בלד",2,2013
2013-01-08,"וואלה","טלסקר","מדגם",500,"רשימות שוליים",2,2013
2013-01-08,"ערוץ 1","רפי סמית","מדגם טלפון+פלאפון",500,"הליכוד ישראל ביתנו",33,2013
2013-01-08,"ערוץ 1","רפי סמית","מדגם טלפון+פלאפון",500,"העבודה",18,2013
2013-01-08,"ערוץ 1","רפי סמית","מדגם טלפון+פלאפון",500,"הבית היהודי",14,2013
2013-01-08,"ערוץ 1","רפי סמית","מדגם טלפון+פלאפון",500,"יש עתיד",10,2013
2013-01-08,"ערוץ 1","רפי סמית","מדגם טלפון+פלאפון",500,"שס",10,2013
2013-01-08,"ערוץ 1","רפי סמית","מדגם טלפון+פלאפון",500,"התנועה",9,2013
2013-01-08,"ערוץ 1","רפי סמית","מדגם טלפון+פלאפון",500,"יהדות התורה",6,2013
2013-01-08,"ערוץ 1","רפי סמית","מדגם טלפון+פלאפון",500,"מרצ",5,2013
2013-01-08,"ערוץ 1","רפי סמית","מדגם טלפון+פלאפון",500,"בלד",4,2013
2013-01-08,"ערוץ 1","רפי סמית","מדגם טלפון+פלאפון",500,"חדש",4,2013
2013-01-08,"ערוץ 1","רפי סמית","מדגם טלפון+פלאפון",500,"רעמ תעל",3,2013
2013-01-08,"ערוץ 1","רפי סמית","מדגם טלפון+פלאפון",500,"קדימה",2,2013
2013-01-08,"ערוץ 1","רפי סמית","מדגם טלפון+פלאפון",500,"רשימות שוליים",2,2013
