 שם ישוב,סמל ישוב,מספר קלפי,בזב,מצביעים,פסולים,כשרים,אמת,ג,ודעם,ז,זך,זץ,טב,י,יז,יך,יץ,כ,ל,מחל,מרצ,נז,ני,נץ,ע,פה,ף,ףץ,קנ,קץ,רק,שס
מסעודין אל-עזאזמה, 000939, 0005.0, 000720, 000343, 000003, 000340, 000001, 000001, 000313, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000001, 000010, 000000, 000000, 000000, 000006, 000000, 000000, 000003, 000001, 000001, 000001, 000001
מסעודין אל-עזאזמה, 000939, 0006.0, 000643, 000251, 000003, 000248, 000001, 000000, 000233, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000003, 000000, 000000, 000000, 000001, 000000, 000000, 000000, 000008, 000000, 000000, 000000, 000000, 000000, 000001, 000001
מסעודין אל-עזאזמה, 000939, 0007.0, 000597, 000266, 000002, 000264, 000001, 000000, 000251, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000006, 000000, 000000, 000000, 000002, 000001, 000000, 000000, 000000, 000001, 000001, 000000
מסעודין אל-עזאזמה, 000939, 0008.0, 000692, 000290, 000004, 000286, 000002, 000000, 000262, 000000, 000000, 000001, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000002, 000006, 000000, 000000, 000000, 000004, 000000, 000001, 000001, 000001, 000001, 000000, 000005
מסעודין אל-עזאזמה, 000939, 0009.0, 000639, 000262, 000003, 000259, 000000, 000000, 000246, 000000, 000001, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000008, 000001, 000000, 000000, 000001, 000000, 000000, 000000, 000000, 000000, 000001, 000001
מעברות, 000197, 0001.0, 000364, 000287, 000000, 000287, 000131, 000000, 000001, 000000, 000000, 000000, 000004, 000000, 000000, 000000, 000000, 000006, 000000, 000009, 000115, 000000, 000000, 000000, 000000, 000017, 000000, 000000, 000004, 000000, 000000, 000000
מעברות, 000197, 0002.0, 000371, 000294, 000000, 000294, 000151, 000000, 000001, 000000, 000000, 000000, 000002, 000000, 000000, 000000, 000000, 000003, 000000, 000007, 000091, 000000, 000000, 000000, 000000, 000031, 000001, 000001, 000005, 000000, 000000, 000001
מעגלים, 001082, 0001.0, 000399, 000342, 000000, 000342, 000008, 000001, 000000, 000000, 000000, 000000, 000068, 000000, 000000, 000000, 000000, 000007, 000001, 000165, 000000, 000000, 000000, 000000, 000000, 000003, 000000, 000000, 000003, 000072, 000000, 000014
מעגלים, 001082, 0002.0, 000502, 000404, 000000, 000404, 000005, 000002, 000000, 000000, 000000, 000000, 000065, 000000, 000000, 000000, 000000, 000015, 000001, 000191, 000001, 000000, 000000, 000000, 000000, 000004, 000000, 000000, 000001, 000084, 000000, 000035
מעגן מיכאל, 000694, 0001.0, 000573, 000390, 000000, 000390, 000250, 000000, 000000, 000000, 000000, 000000, 000003, 000000, 000000, 000000, 000000, 000019, 000002, 000018, 000065, 000000, 000000, 000000, 000000, 000018, 000000, 000000, 000011, 000001, 000001, 000002
מעגן מיכאל, 000694, 0002.0, 000467, 000349, 000001, 000348, 000219, 000000, 000000, 000000, 000000, 000000, 000004, 000000, 000000, 000000, 000000, 000009, 000001, 000006, 000069, 000000, 000000, 000000, 000000, 000030, 000000, 000000, 000009, 000001, 000000, 000000
מעגן מיכאל, 000694, 0003.0, 000482, 000353, 000001, 000352, 000206, 000000, 000000, 000000, 000000, 000000, 000007, 000000, 000000, 000000, 000000, 000011, 000002, 000014, 000073, 000000, 000000, 000000, 000000, 000027, 000000, 000001, 000009, 000002, 000000, 000000
מעגן, 000678, 0001.0, 000311, 000206, 000000, 000206, 000114, 000000, 000000, 000000, 000000, 000000, 000005, 000001, 000000, 000000, 000000, 000014, 000006, 000016, 000012, 000000, 000000, 000000, 000000, 000020, 000000, 000000, 000016, 000000, 000000, 000002
מעוז חיים, 000272, 0001.0, 000444, 000287, 000001, 000286, 000208, 000000, 000001, 000000, 000000, 000000, 000004, 000000, 000000, 000000, 000000, 000012, 000003, 000016, 000014, 000000, 000000, 000000, 000000, 000022, 000000, 000000, 000005, 000001, 000000, 000000
מעון, 003657, 0001.0, 000259, 000204, 000000, 000204, 000000, 000000, 000000, 000001, 000000, 000000, 000141, 000000, 000000, 000000, 000000, 000000, 000000, 000011, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000050, 000000, 000000
מעונה, 000570, 0001.0, 000598, 000452, 000003, 000449, 000087, 000000, 000000, 000000, 000000, 000000, 000024, 000000, 000000, 000000, 000000, 000057, 000014, 000166, 000010, 000000, 000000, 000001, 000001, 000050, 000000, 000000, 000010, 000005, 000002, 000022
מעטפות חיצוניות, 000875, 0001.0, 000000, 000845, 000010, 000835, 000087, 000003, 000006, 000000, 000000, 000000, 000165, 000000, 000000, 000000, 000000, 000075, 000030, 000283, 000018, 000000, 000000, 000000, 000000, 000062, 000000, 000000, 000042, 000036, 000003, 000025
מעטפות חיצוניות, 000875, 0002.0, 000000, 000860, 000024, 000836, 000363, 000000, 000002, 000000, 000000, 000000, 000086, 000000, 000000, 000000, 000000, 000055, 000043, 000081, 000065, 000000, 000000, 000000, 000002, 000128, 000000, 000000, 000003, 000005, 000001, 000002
מעטפות חיצוניות, 000875, 0003.0, 000000, 000857, 000006, 000851, 000097, 000007, 000008, 000000, 000000, 000000, 000138, 000000, 000000, 000000, 000000, 000078, 000033, 000297, 000016, 000001, 000001, 000000, 000002, 000094, 000000, 000002, 000028, 000026, 000001, 000022
מעטפות חיצוניות, 000875, 0004.0, 000000, 000868, 000016, 000852, 000404, 000000, 000002, 000000, 000000, 000000, 000060, 000000, 000000, 000000, 000000, 000050, 000017, 000092, 000092, 000001, 000000, 000000, 000000, 000127, 000000, 000000, 000003, 000003, 000001, 000000
מעטפות חיצוניות, 000875, 0005.0, 000000, 000907, 000007, 000900, 000131, 000031, 000011, 000000, 000000, 000001, 000105, 000001, 000000, 000000, 000000, 000085, 000048, 000252, 000021, 000001, 000002, 000000, 000001, 000085, 000000, 000002, 000047, 000022, 000002, 000052
מעטפות חיצוניות, 000875, 0006.0, 000000, 000929, 000010, 000919, 000222, 000056, 000015, 000000, 000000, 000000, 000101, 000000, 000000, 000000, 000000, 000060, 000031, 000202, 000045, 000000, 000000, 000000, 000003, 000109, 000000, 000001, 000018, 000019, 000000, 000037
מעטפות חיצוניות, 000875, 0007.0, 000000, 000839, 000005, 000834, 000153, 000007, 000002, 000000, 000000, 000000, 000096, 000000, 000000, 000000, 000000, 000101, 000022, 000242, 000047, 000000, 000000, 000000, 000001, 000094, 000000, 000000, 000033, 000008, 000001, 000027
מעטפות חיצוניות, 000875, 0008.0, 000000, 000906, 000006, 000900, 000102, 000039, 000011, 000000, 000000, 000000, 000125, 000000, 000000, 000000, 000000, 000079, 000064, 000276, 000021, 000000, 000000, 000000, 000000, 000075, 000000, 000001, 000026, 000036, 000000, 000045
מעטפות חיצוניות, 000875, 0009.0, 000000, 000855, 000026, 000829, 000325, 000001, 000002, 000000, 000000, 000000, 000079, 000000, 000000, 000000, 000000, 000068, 000045, 000075, 000074, 000000, 000000, 000000, 000000, 000144, 000000, 000000, 000002, 000011, 000002, 000001
מעטפות חיצוניות, 000875, 0010.0, 000000, 000845, 000006, 000839, 000117, 000016, 000017, 000000, 000000, 000000, 000105, 000000, 000000, 000000, 000001, 000084, 000044, 000251, 000027, 000000, 000000, 000000, 000010, 000063, 000001, 000003, 000032, 000036, 000002, 000030
מעטפות חיצוניות, 000875, 0011.0, 000000, 000861, 000004, 000857, 000203, 000004, 000005, 000000, 000000, 000000, 000087, 000000, 000000, 000000, 000000, 000087, 000024, 000221, 000056, 000000, 000000, 000000, 000000, 000095, 000001, 000000, 000032, 000017, 000001, 000024
מעטפות חיצוניות, 000875, 0012.0, 000000, 000851, 000006, 000845, 000176, 000003, 000014, 000000, 000000, 000000, 000102, 000000, 000001, 000000, 000000, 000083, 000024, 000227, 000041, 000001, 000000, 000000, 000004, 000086, 000000, 000001, 000039, 000013, 000000, 000030
מעטפות חיצוניות, 000875, 0013.0, 000000, 000834, 000005, 000829, 000160, 000017, 000035, 000000, 000000, 000000, 000076, 000000, 000000, 000000, 000000, 000076, 000029, 000220, 000044, 000000, 000000, 000000, 000004, 000077, 000000, 000001, 000026, 000022, 000000, 000042
מעטפות חיצוניות, 000875, 0014.0, 000000, 000847, 000005, 000842, 000152, 000033, 000037, 000000, 000000, 000000, 000095, 000000, 000000, 000000, 000000, 000073, 000017, 000231, 000041, 000000, 000001, 000001, 000003, 000083, 000000, 000000, 000013, 000033, 000000, 000029
מעטפות חיצוניות, 000875, 0015.0, 000000, 000782, 000015, 000767, 000075, 000015, 000051, 000002, 000000, 000000, 000056, 000000, 000000, 000000, 000001, 000067, 000058, 000225, 000015, 000000, 000001, 000001, 000013, 000053, 000000, 000001, 000030, 000022, 000002, 000079
מעטפות חיצוניות, 000875, 0016.0, 000000, 000907, 000015, 000892, 000258, 000035, 000011, 000000, 000000, 000000, 000085, 000000, 000000, 000000, 000000, 000066, 000048, 000188, 000034, 000000, 000000, 000001, 000001, 000118, 000001, 000000, 000011, 000009, 000001, 000025
מעטפות חיצוניות, 000875, 0017.0, 000000, 000847, 000008, 000839, 000102, 000104, 000011, 000000, 000000, 000001, 000082, 000000, 000000, 000000, 000000, 000075, 000031, 000243, 000023, 000001, 000000, 000001, 000001, 000082, 000000, 000001, 000028, 000023, 000000, 000030
מעטפות חיצוניות, 000875, 0018.0, 000000, 000889, 000007, 000882, 000167, 000003, 000028, 000000, 000000, 000000, 000098, 000000, 000000, 000000, 000000, 000078, 000019, 000268, 000071, 000000, 000000, 000000, 000003, 000093, 000001, 000003, 000022, 000012, 000000, 000016
מעטפות חיצוניות, 000875, 0019.0, 000000, 000828, 000005, 000823, 000146, 000010, 000004, 000000, 000000, 000000, 000080, 000000, 000000, 000000, 000000, 000079, 000038, 000228, 000040, 000001, 000000, 000000, 000015, 000098, 000001, 000001, 000023, 000025, 000000, 000034
מעטפות חיצוניות, 000875, 0020.0, 000000, 000895, 000004, 000891, 000172, 000007, 000016, 000000, 000000, 000000, 000086, 000000, 000000, 000000, 000000, 000091, 000033, 000242, 000059, 000000, 000000, 000000, 000004, 000096, 000000, 000000, 000031, 000013, 000000, 000041
מעטפות חיצוניות, 000875, 0021.0, 000000, 000782, 000005, 000777, 000136, 000005, 000030, 000000, 000000, 000000, 000059, 000000, 000001, 000000, 000000, 000081, 000031, 000201, 000048, 000000, 000000, 000000, 000007, 000078, 000001, 000001, 000025, 000012, 000001, 000060
מעטפות חיצוניות, 000875, 0022.0, 000000, 000891, 000009, 000882, 000179, 000003, 000012, 000001, 000000, 000000, 000104, 000000, 000000, 000000, 000000, 000094, 000028, 000220, 000043, 000000, 000000, 000000, 000003, 000118, 000000, 000000, 000023, 000024, 000001, 000029
מעטפות חיצוניות, 000875, 0023.0, 000000, 000897, 000004, 000893, 000130, 000012, 000007, 000000, 000000, 000000, 000162, 000000, 000000, 000000, 000000, 000084, 000044, 000257, 000033, 000001, 000000, 000000, 000001, 000089, 000000, 000000, 000029, 000022, 000000, 000022
מעטפות חיצוניות, 000875, 0024.0, 000000, 000884, 000016, 000868, 000128, 000007, 000030, 000000, 000000, 000001, 000078, 000000, 000000, 000000, 000000, 000080, 000038, 000261, 000027, 000000, 000001, 000000, 000014, 000094, 000002, 000000, 000027, 000015, 000002, 000063
מעטפות חיצוניות, 000875, 0025.0, 000000, 000904, 000011, 000893, 000121, 000009, 000065, 000001, 000000, 000000, 000063, 000000, 000000, 000000, 000000, 000088, 000040, 000254, 000045, 000001, 000000, 000000, 000003, 000097, 000002, 000000, 000032, 000015, 000001, 000056
מעטפות חיצוניות, 000875, 0026.0, 000000, 000901, 000002, 000899, 000210, 000005, 000000, 000000, 000000, 000000, 000103, 000000, 000000, 000000, 000000, 000080, 000018, 000234, 000063, 000000, 000000, 000000, 000000, 000145, 000001, 000000, 000018, 000008, 000000, 000014
מעטפות חיצוניות, 000875, 0027.0, 000000, 000877, 000001, 000876, 000142, 000003, 000031, 000001, 000000, 000001, 000073, 000001, 000000, 000000, 000000, 000084, 000035, 000269, 000043, 000000, 000000, 000000, 000001, 000104, 000001, 000001, 000021, 000013, 000002, 000050
מעטפות חיצוניות, 000875, 0028.0, 000000, 000790, 000008, 000782, 000107, 000003, 000075, 000001, 000000, 000000, 000057, 000001, 000000, 000000, 000000, 000057, 000033, 000262, 000020, 000003, 000000, 000000, 000012, 000071, 000001, 000002, 000016, 000010, 000000, 000051
מעטפות חיצוניות, 000875, 0029.0, 000000, 000860, 000006, 000854, 000140, 000007, 000000, 000000, 000000, 000000, 000116, 000000, 000000, 000000, 000000, 000088, 000025, 000256, 000048, 000000, 000000, 000001, 000000, 000071, 000000, 000000, 000028, 000042, 000001, 000031
מעטפות חיצוניות, 000875, 0030.0, 000000, 000863, 000001, 000862, 000162, 000002, 000001, 000000, 000000, 000000, 000111, 000000, 000000, 000000, 000000, 000064, 000024, 000250, 000055, 000000, 000000, 000000, 000000, 000083, 000000, 000000, 000019, 000058, 000001, 000032
מעטפות חיצוניות, 000875, 0031.0, 000000, 000902, 000002, 000900, 000136, 000005, 000004, 000000, 000000, 000000, 000133, 000000, 000000, 000000, 000000, 000086, 000030, 000263, 000033, 000001, 000000, 000000, 000000, 000078, 000000, 000000, 000030, 000069, 000001, 000031
מעטפות חיצוניות, 000875, 0032.0, 000000, 000846, 000003, 000843, 000180, 000005, 000027, 000000, 000000, 000000, 000107, 000000, 000000, 000000, 000000, 000081, 000022, 000219, 000051, 000001, 000000, 000001, 000001, 000079, 000001, 000000, 000034, 000021, 000000, 000013
מעטפות חיצוניות, 000875, 0033.0, 000000, 000845, 000002, 000843, 000139, 000007, 000021, 000000, 000000, 000000, 000099, 000000, 000000, 000000, 000000, 000087, 000041, 000271, 000025, 000000, 000000, 000000, 000000, 000076, 000000, 000000, 000028, 000023, 000000, 000026
מעטפות חיצוניות, 000875, 0034.0, 000000, 000835, 000007, 000828, 000118, 000005, 000022, 000002, 000000, 000000, 000076, 000000, 000000, 000000, 000000, 000102, 000022, 000240, 000033, 000000, 000000, 000000, 000002, 000084, 000001, 000000, 000049, 000022, 000000, 000050
מעטפות חיצוניות, 000875, 0035.0, 000000, 000853, 000002, 000851, 000154, 000003, 000011, 000000, 000000, 000000, 000100, 000000, 000001, 000000, 000000, 000087, 000029, 000232, 000056, 000000, 000000, 000000, 000002, 000102, 000000, 000000, 000027, 000020, 000000, 000027
מעטפות חיצוניות, 000875, 0036.0, 000000, 000858, 000001, 000857, 000184, 000004, 000002, 000000, 000000, 000000, 000097, 000000, 000000, 000000, 000000, 000084, 000025, 000250, 000038, 000001, 000000, 000000, 000000, 000113, 000000, 000000, 000020, 000015, 000001, 000023
מעטפות חיצוניות, 000875, 0037.0, 000000, 000825, 000009, 000816, 000122, 000030, 000041, 000000, 000000, 000000, 000080, 000000, 000000, 000000, 000000, 000087, 000026, 000261, 000040, 000000, 000000, 000000, 000008, 000045, 000000, 000000, 000013, 000030, 000003, 000030
מעטפות חיצוניות, 000875, 0038.0, 000000, 000827, 000015, 000812, 000166, 000002, 000045, 000000, 000000, 000000, 000082, 000000, 000001, 000000, 000000, 000081, 000038, 000199, 000047, 000000, 000000, 000000, 000009, 000059, 000001, 000000, 000012, 000013, 000001, 000056
מעטפות חיצוניות, 000875, 0039.0, 000000, 000836, 000005, 000831, 000129, 000004, 000023, 000000, 000001, 000000, 000139, 000000, 000000, 000000, 000000, 000067, 000037, 000233, 000032, 000001, 000000, 000000, 000002, 000071, 000001, 000000, 000032, 000026, 000004, 000029
מעטפות חיצוניות, 000875, 0040.0, 000000, 000835, 000006, 000829, 000190, 000002, 000041, 000000, 000000, 000000, 000084, 000000, 000000, 000000, 000000, 000071, 000033, 000199, 000043, 000000, 000001, 000000, 000000, 000110, 000000, 000001, 000031, 000007, 000000, 000016
מעטפות חיצוניות, 000875, 0041.0, 000000, 000850, 000003, 000847, 000116, 000007, 000000, 000000, 000000, 000001, 000114, 000000, 000000, 000000, 000000, 000094, 000032, 000262, 000035, 000000, 000000, 000000, 000000, 000095, 000001, 000000, 000051, 000014, 000003, 000022
מעטפות חיצוניות, 000875, 0042.0, 000000, 000845, 000001, 000844, 000101, 000002, 000016, 000000, 000001, 000000, 000142, 000000, 000000, 000000, 000001, 000102, 000046, 000252, 000016, 000002, 000000, 000000, 000002, 000073, 000001, 000000, 000046, 000025, 000001, 000015
מעטפות חיצוניות, 000875, 0043.0, 000000, 000861, 000008, 000853, 000185, 000000, 000001, 000000, 000000, 000000, 000138, 000000, 000000, 000000, 000000, 000077, 000030, 000199, 000050, 000000, 000000, 000000, 000000, 000097, 000000, 000000, 000036, 000021, 000001, 000018
מעטפות חיצוניות, 000875, 0044.0, 000000, 000849, 000005, 000844, 000108, 000016, 000033, 000000, 000000, 000000, 000113, 000000, 000000, 000000, 000000, 000102, 000044, 000222, 000025, 000000, 000000, 000000, 000000, 000088, 000000, 000000, 000029, 000029, 000001, 000034
מעטפות חיצוניות, 000875, 0045.0, 000000, 000857, 000000, 000857, 000166, 000006, 000020, 000000, 000000, 000000, 000116, 000000, 000000, 000000, 000000, 000093, 000028, 000223, 000043, 000000, 000001, 000000, 000000, 000094, 000001, 000000, 000041, 000008, 000000, 000017
מעטפות חיצוניות, 000875, 0046.0, 000000, 000873, 000001, 000872, 000179, 000000, 000000, 000000, 000000, 000000, 000107, 000000, 000000, 000000, 000000, 000113, 000025, 000244, 000038, 000000, 000001, 000000, 000000, 000090, 000000, 000000, 000036, 000025, 000002, 000012
מעטפות חיצוניות, 000875, 0047.0, 000000, 000839, 000010, 000829, 000153, 000012, 000009, 000001, 000000, 000000, 000112, 000000, 000001, 000000, 000000, 000077, 000045, 000214, 000034, 000000, 000000, 000000, 000001, 000085, 000001, 000002, 000028, 000020, 000001, 000033
מעטפות חיצוניות, 000875, 0048.0, 000000, 000854, 000005, 000849, 000207, 000002, 000013, 000000, 000000, 000000, 000078, 000000, 000000, 000000, 000000, 000055, 000024, 000243, 000069, 000000, 000000, 000000, 000005, 000089, 000000, 000000, 000020, 000014, 000001, 000029
מעטפות חיצוניות, 000875, 0049.0, 000000, 000827, 000003, 000824, 000144, 000001, 000003, 000000, 000000, 000000, 000117, 000000, 000000, 000000, 000000, 000068, 000037, 000237, 000044, 000000, 000000, 000000, 000000, 000093, 000000, 000001, 000036, 000020, 000000, 000023
מעטפות חיצוניות, 000875, 0050.0, 000000, 000799, 000004, 000795, 000109, 000013, 000001, 000000, 000000, 000000, 000133, 000000, 000000, 000000, 000000, 000041, 000025, 000259, 000018, 000000, 000000, 000000, 000000, 000073, 000001, 000000, 000029, 000041, 000000, 000052
מעטפות חיצוניות, 000875, 0051.0, 000000, 000849, 000003, 000846, 000140, 000002, 000001, 000000, 000000, 000000, 000097, 000000, 000000, 000000, 000000, 000097, 000023, 000274, 000037, 000001, 000000, 000000, 000001, 000102, 000000, 000000, 000032, 000016, 000002, 000021
מעטפות חיצוניות, 000875, 0052.0, 000000, 000837, 000002, 000835, 000146, 000018, 000020, 000001, 000000, 000000, 000099, 000000, 000000, 000000, 000000, 000089, 000041, 000178, 000032, 000000, 000001, 000000, 000000, 000123, 000000, 000000, 000026, 000033, 000001, 000027
מעטפות חיצוניות, 000875, 0053.0, 000000, 000843, 000007, 000836, 000136, 000014, 000049, 000000, 000000, 000001, 000084, 000000, 000000, 000000, 000000, 000081, 000029, 000243, 000043, 000001, 000002, 000000, 000003, 000071, 000000, 000001, 000024, 000031, 000000, 000023
מעטפות חיצוניות, 000875, 0054.0, 000000, 000871, 000001, 000870, 000203, 000006, 000000, 000000, 000000, 000000, 000095, 000000, 000000, 000000, 000000, 000098, 000023, 000236, 000048, 000001, 000000, 000000, 000001, 000110, 000001, 000001, 000015, 000014, 000003, 000015
מעטפות חיצוניות, 000875, 0055.0, 000000, 000868, 000005, 000863, 000157, 000006, 000008, 000000, 000000, 000000, 000102, 000000, 000000, 000000, 000000, 000088, 000029, 000273, 000038, 000000, 000000, 000000, 000000, 000090, 000000, 000001, 000034, 000016, 000000, 000021
מעטפות חיצוניות, 000875, 0056.0, 000000, 000866, 000005, 000861, 000139, 000004, 000005, 000000, 000000, 000000, 000090, 000000, 000000, 000000, 000000, 000093, 000027, 000266, 000030, 000000, 000000, 000001, 000000, 000109, 000000, 000000, 000036, 000031, 000000, 000030
מעטפות חיצוניות, 000875, 0057.0, 000000, 000857, 000003, 000854, 000145, 000021, 000034, 000000, 000000, 000000, 000091, 000001, 000000, 000000, 000000, 000097, 000025, 000221, 000041, 000000, 000000, 000000, 000001, 000083, 000000, 000000, 000023, 000025, 000002, 000044
מעטפות חיצוניות, 000875, 0058.0, 000000, 000844, 000004, 000840, 000157, 000004, 000003, 000000, 000000, 000000, 000112, 000000, 000000, 000000, 000001, 000074, 000036, 000244, 000048, 000000, 000000, 000000, 000000, 000097, 000000, 000000, 000024, 000020, 000000, 000020
מעטפות חיצוניות, 000875, 0059.0, 000000, 000867, 000003, 000864, 000135, 000002, 000002, 000000, 000000, 000001, 000195, 000000, 000000, 000000, 000000, 000108, 000029, 000221, 000022, 000000, 000000, 000000, 000000, 000088, 000000, 000001, 000030, 000014, 000000, 000016
מעטפות חיצוניות, 000875, 0060.0, 000000, 000846, 000002, 000844, 000151, 000002, 000003, 000000, 000000, 000000, 000118, 000000, 000000, 000000, 000000, 000101, 000031, 000252, 000019, 000001, 000000, 000000, 000000, 000088, 000000, 000000, 000040, 000020, 000000, 000018
מעטפות חיצוניות, 000875, 0061.0, 000000, 000842, 000002, 000840, 000149, 000000, 000004, 000000, 000000, 000000, 000123, 000000, 000000, 000000, 000000, 000070, 000025, 000260, 000036, 000000, 000000, 000000, 000000, 000087, 000000, 000000, 000044, 000014, 000003, 000025
מעטפות חיצוניות, 000875, 0062.0, 000000, 000850, 000005, 000845, 000200, 000004, 000002, 000000, 000000, 000000, 000120, 000000, 000000, 000000, 000000, 000090, 000036, 000210, 000041, 000000, 000000, 000000, 000002, 000077, 000000, 000000, 000022, 000018, 000000, 000023
מעטפות חיצוניות, 000875, 0063.0, 000000, 000788, 000011, 000777, 000122, 000003, 000008, 000000, 000000, 000000, 000082, 000000, 000000, 000000, 000000, 000078, 000037, 000206, 000043, 000000, 000001, 000000, 000001, 000069, 000001, 000000, 000049, 000016, 000000, 000061
מעטפות חיצוניות, 000875, 0064.0, 000000, 000856, 000001, 000855, 000206, 000003, 000000, 000000, 000000, 000000, 000088, 000000, 000000, 000000, 000000, 000073, 000020, 000235, 000047, 000000, 000000, 000000, 000000, 000122, 000000, 000000, 000034, 000013, 000000, 000014
מעטפות חיצוניות, 000875, 0065.0, 000000, 000826, 000006, 000820, 000138, 000003, 000000, 000000, 000000, 000001, 000088, 000000, 000000, 000000, 000000, 000097, 000034, 000263, 000029, 000000, 000001, 000000, 000000, 000085, 000000, 000000, 000038, 000023, 000000, 000020
מעטפות חיצוניות, 000875, 0066.0, 000000, 000844, 000007, 000837, 000131, 000003, 000000, 000001, 000000, 000000, 000123, 000000, 000000, 000000, 000000, 000091, 000028, 000267, 000028, 000000, 000000, 000000, 000000, 000089, 000000, 000001, 000035, 000018, 000001, 000021
מעטפות חיצוניות, 000875, 0067.0, 000000, 000856, 000004, 000852, 000143, 000001, 000002, 000000, 000000, 000001, 000149, 000000, 000000, 000000, 000000, 000082, 000038, 000219, 000038, 000001, 000001, 000000, 000000, 000098, 000000, 000001, 000048, 000017, 000001, 000012
מעטפות חיצוניות, 000875, 0068.0, 000000, 000840, 000005, 000835, 000133, 000005, 000005, 000000, 000000, 000000, 000145, 000000, 000000, 000000, 000000, 000090, 000034, 000227, 000033, 000000, 000000, 000000, 000000, 000086, 000001, 000001, 000029, 000021, 000001, 000024
מעטפות חיצוניות, 000875, 0069.0, 000000, 000849, 000009, 000840, 000205, 000014, 000030, 000000, 000000, 000000, 000085, 000000, 000000, 000000, 000000, 000066, 000035, 000202, 000056, 000001, 000000, 000000, 000001, 000067, 000001, 000000, 000031, 000015, 000001, 000030
מעטפות חיצוניות, 000875, 0070.0, 000000, 000850, 000006, 000844, 000138, 000001, 000007, 000000, 000000, 000000, 000105, 000000, 000000, 000000, 000000, 000092, 000027, 000252, 000030, 000000, 000000, 000000, 000002, 000086, 000001, 000000, 000045, 000021, 000001, 000036
מעטפות חיצוניות, 000875, 0071.0, 000000, 000865, 000003, 000862, 000157, 000002, 000001, 000000, 000001, 000000, 000216, 000000, 000000, 000000, 000000, 000077, 000015, 000202, 000028, 000000, 000000, 000001, 000000, 000096, 000001, 000000, 000026, 000024, 000000, 000015
מעטפות חיצוניות, 000875, 0072.0, 000000, 000857, 000002, 000855, 000131, 000004, 000000, 000000, 000000, 000000, 000130, 000000, 000000, 000000, 000000, 000086, 000029, 000288, 000018, 000000, 000000, 000000, 000000, 000079, 000002, 000000, 000031, 000018, 000003, 000036
מעטפות חיצוניות, 000875, 0073.0, 000000, 000850, 000003, 000847, 000128, 000000, 000007, 000000, 000000, 000000, 000185, 000000, 000000, 000000, 000001, 000074, 000036, 000237, 000023, 000000, 000000, 000000, 000001, 000086, 000000, 000000, 000031, 000012, 000000, 000026
מעטפות חיצוניות, 000875, 0074.0, 000000, 000833, 000008, 000825, 000142, 000004, 000003, 000000, 000000, 000000, 000106, 000000, 000000, 000000, 000000, 000087, 000029, 000250, 000031, 000000, 000000, 000000, 000001, 000091, 000001, 000000, 000031, 000026, 000001, 000022
מעטפות חיצוניות, 000875, 0075.0, 000000, 000833, 000005, 000828, 000147, 000002, 000002, 000000, 000000, 000000, 000115, 000001, 000000, 000000, 000000, 000081, 000038, 000244, 000036, 000000, 000000, 000000, 000000, 000096, 000000, 000000, 000034, 000012, 000000, 000020
מעטפות חיצוניות, 000875, 0076.0, 000000, 000827, 000008, 000819, 000116, 000005, 000035, 000000, 000000, 000001, 000116, 000000, 000000, 000000, 000000, 000076, 000030, 000243, 000025, 000000, 000001, 000001, 000005, 000054, 000000, 000002, 000036, 000018, 000001, 000054
מעטפות חיצוניות, 000875, 0077.0, 000000, 000853, 000009, 000844, 000086, 000005, 000000, 000000, 000000, 000000, 000117, 000000, 000000, 000000, 000000, 000088, 000040, 000300, 000018, 000000, 000000, 000000, 000000, 000080, 000000, 000001, 000045, 000021, 000001, 000042
מעטפות חיצוניות, 000875, 0078.0, 000000, 000855, 000007, 000848, 000137, 000003, 000002, 000000, 000000, 000000, 000092, 000000, 000000, 000000, 000000, 000093, 000033, 000262, 000026, 000000, 000000, 000000, 000000, 000081, 000001, 000001, 000065, 000018, 000000, 000034
מעטפות חיצוניות, 000875, 0079.0, 000000, 000853, 000002, 000851, 000194, 000002, 000001, 000000, 000000, 000000, 000137, 000000, 000000, 000000, 000000, 000089, 000012, 000186, 000054, 000000, 000000, 000000, 000001, 000091, 000000, 000001, 000024, 000040, 000003, 000016
מעטפות חיצוניות, 000875, 0080.0, 000000, 000853, 000007, 000846, 000177, 000001, 000001, 000000, 000000, 000000, 000104, 000000, 000001, 000000, 000000, 000077, 000037, 000226, 000041, 000001, 000000, 000000, 000000, 000102, 000000, 000000, 000029, 000020, 000001, 000028
מעטפות חיצוניות, 000875, 0081.0, 000000, 000847, 000005, 000842, 000123, 000001, 000020, 000000, 000000, 000000, 000129, 000001, 000000, 000000, 000000, 000076, 000030, 000267, 000021, 000000, 000000, 000000, 000000, 000082, 000000, 000001, 000034, 000033, 000000, 000024
