"Date","Publisher","Pollster","Type","Sample","Party","Mandates","Election","Mandate.Group","Results","Party.En","Attribute","Attribute.En","Origin","Ideology","Ideology.En","Ideology.Group","Ideology.Group.En","Publisher.En","Pollster.En","Error","Error.abs","week","month","year","Partyid","Pollsterid","Publisherid","Election.Date","DaysLeft","Sample.Error","Mandates.lb","Mandates.ub"
2014-06-01,"הארץ","קמיל פוקס","מדגם",520,"הבית היהודי",15,2015,"(10,15]",8,"Habayit Hayehudi","איחוד","combined","E-F","ימין","Right","ימין","right","Haretz","Camille Fuchs",7,7,"0","06","2014",4,14,8,2015-03-17,289,0.0438529009653515,14,15
2014-06-01,"הארץ","קמיל פוקס","מדגם",520,"יש עתיד",13,2015,"(10,15]",12,"Yesh Atid","ישן","old","Q","מרכז-ימין","Center-Right","ימין","right","Haretz","Camille Fuchs",1,1,"0","06","2014",14,14,8,2015-03-17,289,0.0438529009653515,12,13
2014-06-01,"הארץ","קמיל פוקס","מדגם",520,"רשימה משותפת ערבית",12,2015,"(10,15]",13,"Combined Arab Parties","איחוד","combined","I-J-K-L","שמאל","Left","שמאל","left","Haretz","Camille Fuchs",-1,1,"0","06","2014",26,14,8,2015-03-17,289,0.0438529009653515,11,12
2014-06-01,"הארץ","קמיל פוקס","מדגם",520,"מרצ",9,2015,"(5,10]",5,"Meretz","ישן","old","G","שמאל","Left","שמאל","left","Haretz","Camille Fuchs",4,4,"0","06","2014",19,14,8,2015-03-17,289,0.0438529009653515,8,9
2014-06-01,"הארץ","קמיל פוקס","מדגם",520,"שס",8,2015,"(5,10]",7,"Shas","פיצול,ישן","old,split","Da","ימין","Right","ימין","right","Haretz","Camille Fuchs",1,1,"0","06","2014",29,14,8,2015-03-17,289,0.0438529009653515,7,8
2014-06-01,"הארץ","קמיל פוקס","מדגם",520,"יהדות התורה",7,2015,"(5,10]",6,"Yehadut Hatorah","ישן","old","H","ימין","Right","ימין","right","Haretz","Camille Fuchs",1,1,"0","06","2014",12,14,8,2015-03-17,289,0.0438529009653515,6,7
2014-05-27,"גלובס","רפי סמית","מדגם",500,"הליכוד",34,2015,"(30,50]",27,"Likud","פיצול,ישן","old,split","Aa","ימין","Right","ימין","right","Globes","Raffi Smit",7,7,"2","05","2014",5,15,6,2015-03-17,294,0.0447213595499958,32,35
2014-05-27,"גלובס","רפי סמית","מדגם",500,"הליכוד",23,2015,"(20,30]",27,"Likud","פיצול,ישן","old,split","Aa","ימין","Right","ימין","right","Globes","Raffi Smit",-4,4,"2","05","2014",5,15,6,2015-03-17,294,0.0447213595499958,21,24
2014-05-27,"גלובס","רפי סמית","מדגם",500,"המחנה הציוני",17,2015,"(15,20]",27,"Hamachane Hazioni","איחוד","combined","Abb-B","מרכז-שמאל","Center-Left","שמאל","left","Globes","Raffi Smit",-10,10,"2","05","2014",7,15,6,2015-03-17,294,0.0447213595499958,16,17
2014-05-27,"גלובס","רפי סמית","מדגם",500,"הבית היהודי",15,2015,"(10,15]",8,"Habayit Hayehudi","איחוד","combined","E-F","ימין","Right","ימין","right","Globes","Raffi Smit",7,7,"2","05","2014",4,15,6,2015-03-17,294,0.0447213595499958,14,15
2014-05-27,"גלובס","רפי סמית","מדגם",500,"המחנה הציוני",15,2015,"(10,15]",27,"Hamachane Hazioni","איחוד","combined","Abb-B","מרכז-שמאל","Center-Left","שמאל","left","Globes","Raffi Smit",-12,12,"2","05","2014",7,15,6,2015-03-17,294,0.0447213595499958,14,15
2014-05-27,"גלובס","רפי סמית","מדגם",500,"יש עתיד",15,2015,"(10,15]",12,"Yesh Atid","ישן","old","Q","מרכז-ימין","Center-Right","ימין","right","Globes","Raffi Smit",3,3,"2","05","2014",14,15,6,2015-03-17,294,0.0447213595499958,14,15
2014-05-27,"גלובס","רפי סמית","מדגם",500,"כולנו",14,2015,"(10,15]",10,"Kulanu","פיצול,חדש","new,split","Ad","מרכז-ימין","Center-Right","ימין","right","Globes","Raffi Smit",4,4,"2","05","2014",17,15,6,2015-03-17,294,0.0447213595499958,13,14
2014-05-27,"גלובס","רפי סמית","מדגם",500,"הבית היהודי",13,2015,"(10,15]",8,"Habayit Hayehudi","איחוד","combined","E-F","ימין","Right","ימין","right","Globes","Raffi Smit",5,5,"2","05","2014",4,15,6,2015-03-17,294,0.0447213595499958,12,13
2014-05-27,"גלובס","רפי סמית","מדגם",500,"רשימה משותפת ערבית",12,2015,"(10,15]",13,"Combined Arab Parties","איחוד","combined","I-J-K-L","שמאל","Left","שמאל","left","Globes","Raffi Smit",-1,1,"2","05","2014",26,15,6,2015-03-17,294,0.0447213595499958,11,12
2014-05-27,"גלובס","רפי סמית","מדגם",500,"יש עתיד",11,2015,"(10,15]",12,"Yesh Atid","ישן","old","Q","מרכז-ימין","Center-Right","ימין","right","Globes","Raffi Smit",-1,1,"2","05","2014",14,15,6,2015-03-17,294,0.0447213595499958,10,11
2014-05-27,"גלובס","רפי סמית","מדגם",500,"שס",10,2015,"(5,10]",7,"Shas","פיצול,ישן","old,split","Da","ימין","Right","ימין","right","Globes","Raffi Smit",3,3,"2","05","2014",29,15,6,2015-03-17,294,0.0447213595499958,9,10
2014-05-27,"גלובס","רפי סמית","מדגם",500,"ישראל ביתנו",9,2015,"(5,10]",5,"Israel Beytenu","פיצול,ישן","old,split","Ac","ימין","Right","ימין","right","Globes","Raffi Smit",4,4,"2","05","2014",15,15,6,2015-03-17,294,0.0447213595499958,8,9
2014-05-27,"גלובס","רפי סמית","מדגם",500,"מרצ",9,2015,"(5,10]",5,"Meretz","ישן","old","G","שמאל","Left","שמאל","left","Globes","Raffi Smit",4,4,"2","05","2014",19,15,6,2015-03-17,294,0.0447213595499958,8,9
2014-05-27,"גלובס","רפי סמית","מדגם",500,"יהדות התורה",8,2015,"(5,10]",6,"Yehadut Hatorah","ישן","old","H","ימין","Right","ימין","right","Globes","Raffi Smit",2,2,"2","05","2014",12,15,6,2015-03-17,294,0.0447213595499958,7,8
2014-05-27,"גלובס","רפי סמית","מדגם",500,"יהדות התורה",7,2015,"(5,10]",6,"Yehadut Hatorah","ישן","old","H","ימין","Right","ימין","right","Globes","Raffi Smit",1,1,"2","05","2014",12,15,6,2015-03-17,294,0.0447213595499958,6,7
2014-05-27,"גלובס","רפי סמית","מדגם",500,"שס",7,2015,"(5,10]",7,"Shas","פיצול,ישן","old,split","Da","ימין","Right","ימין","right","Globes","Raffi Smit",0,0,"2","05","2014",29,15,6,2015-03-17,294,0.0447213595499958,6,7
2014-05-01,"גלובס","רפי סמית","מדגם",500,"הליכוד",35,2015,"(30,50]",27,"Likud","פיצול,ישן","old,split","Aa","ימין","Right","ימין","right","Globes","Raffi Smit",8,8,"4","05","2014",5,15,6,2015-03-17,320,0.0447213595499958,33,36
2014-05-01,"גלובס","רפי סמית","מדגם",500,"המחנה הציוני",19,2015,"(15,20]",27,"Hamachane Hazioni","איחוד","combined","Abb-B","מרכז-שמאל","Center-Left","שמאל","left","Globes","Raffi Smit",-8,8,"4","05","2014",7,15,6,2015-03-17,320,0.0447213595499958,18,19
2014-05-01,"גלובס","רפי סמית","מדגם",500,"יש עתיד",14,2015,"(10,15]",12,"Yesh Atid","ישן","old","Q","מרכז-ימין","Center-Right","ימין","right","Globes","Raffi Smit",2,2,"4","05","2014",14,15,6,2015-03-17,320,0.0447213595499958,13,14
2014-05-01,"גלובס","רפי סמית","מדגם",500,"הבית היהודי",12,2015,"(10,15]",8,"Habayit Hayehudi","איחוד","combined","E-F","ימין","Right","ימין","right","Globes","Raffi Smit",4,4,"4","05","2014",4,15,6,2015-03-17,320,0.0447213595499958,11,12
2014-05-01,"גלובס","רפי סמית","מדגם",500,"רשימה משותפת ערבית",12,2015,"(10,15]",13,"Combined Arab Parties","איחוד","combined","I-J-K-L","שמאל","Left","שמאל","left","Globes","Raffi Smit",-1,1,"4","05","2014",26,15,6,2015-03-17,320,0.0447213595499958,11,12
2014-05-01,"גלובס","רפי סמית","מדגם",500,"מרצ",10,2015,"(5,10]",5,"Meretz","ישן","old","G","שמאל","Left","שמאל","left","Globes","Raffi Smit",5,5,"4","05","2014",19,15,6,2015-03-17,320,0.0447213595499958,9,10
2014-05-01,"גלובס","רפי סמית","מדגם",500,"שס",10,2015,"(5,10]",7,"Shas","פיצול,ישן","old,split","Da","ימין","Right","ימין","right","Globes","Raffi Smit",3,3,"4","05","2014",29,15,6,2015-03-17,320,0.0447213595499958,9,10
2014-05-01,"גלובס","רפי סמית","מדגם",500,"יהדות התורה",8,2015,"(5,10]",6,"Yehadut Hatorah","ישן","old","H","ימין","Right","ימין","right","Globes","Raffi Smit",2,2,"4","05","2014",12,15,6,2015-03-17,320,0.0447213595499958,7,8
2014-04-17,"ערוץ 10","מאגר מוחות","מדגם",505,"הליכוד",30,2015,"(20,30]",27,"Likud","פיצול,ישן","old,split","Aa","ימין","Right","ימין","right","Channel 10","Magar Mochot",3,3,"4","04","2014",5,5,19,2015-03-17,334,0.0444994159489985,28,31
2014-04-17,"ערוץ 10","מאגר מוחות","מדגם",505,"המחנה הציוני",20,2015,"(15,20]",27,"Hamachane Hazioni","איחוד","combined","Abb-B","מרכז-שמאל","Center-Left","שמאל","left","Channel 10","Magar Mochot",-7,7,"4","04","2014",7,5,19,2015-03-17,334,0.0444994159489985,19,20
2014-04-17,"ערוץ 10","מאגר מוחות","מדגם",505,"כולנו",12,2015,"(10,15]",10,"Kulanu","פיצול,חדש","new,split","Ad","מרכז-ימין","Center-Right","ימין","right","Channel 10","Magar Mochot",2,2,"4","04","2014",17,5,19,2015-03-17,334,0.0444994159489985,11,12
2014-04-17,"ערוץ 10","מאגר מוחות","מדגם",505,"הבית היהודי",11,2015,"(10,15]",8,"Habayit Hayehudi","איחוד","combined","E-F","ימין","Right","ימין","right","Channel 10","Magar Mochot",3,3,"4","04","2014",4,5,19,2015-03-17,334,0.0444994159489985,10,11
2014-04-17,"ערוץ 10","מאגר מוחות","מדגם",505,"רשימה משותפת ערבית",11,2015,"(10,15]",13,"Combined Arab Parties","איחוד","combined","I-J-K-L","שמאל","Left","שמאל","left","Channel 10","Magar Mochot",-2,2,"4","04","2014",26,5,19,2015-03-17,334,0.0444994159489985,10,11
2014-04-17,"ערוץ 10","מאגר מוחות","מדגם",505,"יש עתיד",10,2015,"(5,10]",12,"Yesh Atid","ישן","old","Q","מרכז-ימין","Center-Right","ימין","right","Channel 10","Magar Mochot",-2,2,"4","04","2014",14,5,19,2015-03-17,334,0.0444994159489985,9,10
2014-04-17,"ערוץ 10","מאגר מוחות","מדגם",505,"שס",9,2015,"(5,10]",7,"Shas","פיצול,ישן","old,split","Da","ימין","Right","ימין","right","Channel 10","Magar Mochot",2,2,"4","04","2014",29,5,19,2015-03-17,334,0.0444994159489985,8,9
2014-04-17,"ערוץ 10","מאגר מוחות","מדגם",505,"יהדות התורה",8,2015,"(5,10]",6,"Yehadut Hatorah","ישן","old","H","ימין","Right","ימין","right","Channel 10","Magar Mochot",2,2,"4","04","2014",12,5,19,2015-03-17,334,0.0444994159489985,7,8
2014-04-17,"ערוץ 10","מאגר מוחות","מדגם",505,"מרצ",8,2015,"(5,10]",5,"Meretz","ישן","old","G","שמאל","Left","שמאל","left","Channel 10","Magar Mochot",3,3,"4","04","2014",19,5,19,2015-03-17,334,0.0444994159489985,7,8
2014-04-13,"ידיעות אחרונות","מדגם - גבע וצמח","מדגם",500,"הליכוד",22,2015,"(20,30]",27,"Likud","פיצול,ישן","old,split","Aa","ימין","Right","ימין","right","Yediot Achronot","Midgam - Geva Tsemach",-5,5,"0","04","2014",5,6,10,2015-03-17,338,0.0447213595499958,21,22
2014-04-13,"ידיעות אחרונות","מדגם - גבע וצמח","מדגם",500,"המחנה הציוני",20,2015,"(15,20]",27,"Hamachane Hazioni","איחוד","combined","Abb-B","מרכז-שמאל","Center-Left","שמאל","left","Yediot Achronot","Midgam - Geva Tsemach",-7,7,"0","04","2014",7,6,10,2015-03-17,338,0.0447213595499958,19,20
2014-04-13,"ידיעות אחרונות","מדגם - גבע וצמח","מדגם",500,"רשימה משותפת ערבית",12,2015,"(10,15]",13,"Combined Arab Parties","איחוד","combined","I-J-K-L","שמאל","Left","שמאל","left","Yediot Achronot","Midgam - Geva Tsemach",-1,1,"0","04","2014",26,6,10,2015-03-17,338,0.0447213595499958,11,12
2014-04-13,"ידיעות אחרונות","מדגם - גבע וצמח","מדגם",500,"הבית היהודי",11,2015,"(10,15]",8,"Habayit Hayehudi","איחוד","combined","E-F","ימין","Right","ימין","right","Yediot Achronot","Midgam - Geva Tsemach",3,3,"0","04","2014",4,6,10,2015-03-17,338,0.0447213595499958,10,11
2014-04-13,"ידיעות אחרונות","מדגם - גבע וצמח","מדגם",500,"יש עתיד",10,2015,"(5,10]",12,"Yesh Atid","ישן","old","Q","מרכז-ימין","Center-Right","ימין","right","Yediot Achronot","Midgam - Geva Tsemach",-2,2,"0","04","2014",14,6,10,2015-03-17,338,0.0447213595499958,9,10
2014-04-13,"ידיעות אחרונות","מדגם - גבע וצמח","מדגם",500,"ישראל ביתנו",10,2015,"(5,10]",5,"Israel Beytenu","פיצול,ישן","old,split","Ac","ימין","Right","ימין","right","Yediot Achronot","Midgam - Geva Tsemach",5,5,"0","04","2014",15,6,10,2015-03-17,338,0.0447213595499958,9,10
2014-04-13,"ידיעות אחרונות","מדגם - גבע וצמח","מדגם",500,"כולנו",10,2015,"(5,10]",10,"Kulanu","פיצול,חדש","new,split","Ad","מרכז-ימין","Center-Right","ימין","right","Yediot Achronot","Midgam - Geva Tsemach",0,0,"0","04","2014",17,6,10,2015-03-17,338,0.0447213595499958,9,10
2014-04-13,"ידיעות אחרונות","מדגם - גבע וצמח","מדגם",500,"מרצ",10,2015,"(5,10]",5,"Meretz","ישן","old","G","שמאל","Left","שמאל","left","Yediot Achronot","Midgam - Geva Tsemach",5,5,"0","04","2014",19,6,10,2015-03-17,338,0.0447213595499958,9,10
2014-04-13,"ידיעות אחרונות","מדגם - גבע וצמח","מדגם",500,"שס",8,2015,"(5,10]",7,"Shas","פיצול,ישן","old,split","Da","ימין","Right","ימין","right","Yediot Achronot","Midgam - Geva Tsemach",1,1,"0","04","2014",29,6,10,2015-03-17,338,0.0447213595499958,7,8
2014-04-13,"ידיעות אחרונות","מדגם - גבע וצמח","מדגם",500,"יהדות התורה",7,2015,"(5,10]",6,"Yehadut Hatorah","ישן","old","H","ימין","Right","ימין","right","Yediot Achronot","Midgam - Geva Tsemach",1,1,"0","04","2014",12,6,10,2015-03-17,338,0.0447213595499958,6,7
2014-04-10,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"הליכוד",32,2015,"(30,50]",27,"Likud","פיצול,ישן","old,split","Aa","ימין","Right","ימין","right","Knesset Channel","Panel Politics",5,5,"4","04","2014",5,12,22,2015-03-17,341,0.0447213595499958,30,33
2014-04-10,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"המחנה הציוני",19,2015,"(15,20]",27,"Hamachane Hazioni","איחוד","combined","Abb-B","מרכז-שמאל","Center-Left","שמאל","left","Knesset Channel","Panel Politics",-8,8,"4","04","2014",7,12,22,2015-03-17,341,0.0447213595499958,18,19
2014-04-10,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"הבית היהודי",13,2015,"(10,15]",8,"Habayit Hayehudi","איחוד","combined","E-F","ימין","Right","ימין","right","Knesset Channel","Panel Politics",5,5,"4","04","2014",4,12,22,2015-03-17,341,0.0447213595499958,12,13
2014-04-10,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"יש עתיד",13,2015,"(10,15]",12,"Yesh Atid","ישן","old","Q","מרכז-ימין","Center-Right","ימין","right","Knesset Channel","Panel Politics",1,1,"4","04","2014",14,12,22,2015-03-17,341,0.0447213595499958,12,13
2014-04-10,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"כולנו",13,2015,"(10,15]",10,"Kulanu","פיצול,חדש","new,split","Ad","מרכז-ימין","Center-Right","ימין","right","Knesset Channel","Panel Politics",3,3,"4","04","2014",17,12,22,2015-03-17,341,0.0447213595499958,12,13
2014-04-10,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"מרצ",12,2015,"(10,15]",5,"Meretz","ישן","old","G","שמאל","Left","שמאל","left","Knesset Channel","Panel Politics",7,7,"4","04","2014",19,12,22,2015-03-17,341,0.0447213595499958,11,12
2014-04-10,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"יהדות התורה",7,2015,"(5,10]",6,"Yehadut Hatorah","ישן","old","H","ימין","Right","ימין","right","Knesset Channel","Panel Politics",1,1,"4","04","2014",12,12,22,2015-03-17,341,0.0447213595499958,6,7
2014-04-10,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"שס",7,2015,"(5,10]",7,"Shas","פיצול,ישן","old,split","Da","ימין","Right","ימין","right","Knesset Channel","Panel Politics",0,0,"4","04","2014",29,12,22,2015-03-17,341,0.0447213595499958,6,7
2014-04-10,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"רשימה משותפת ערבית",4,2015,"(1,5]",13,"Combined Arab Parties","איחוד","combined","I-J-K-L","שמאל","Left","שמאל","left","Knesset Channel","Panel Politics",-9,9,"4","04","2014",26,12,22,2015-03-17,341,0.0447213595499958,3,4
2014-04-09,"גלובס","רפי סמית","מדגם",500,"הליכוד",26,2015,"(20,30]",27,"Likud","פיצול,ישן","old,split","Aa","ימין","Right","ימין","right","Globes","Raffi Smit",-1,1,"3","04","2014",5,15,6,2015-03-17,342,0.0447213595499958,24,27
2014-04-09,"גלובס","רפי סמית","מדגם",500,"המחנה הציוני",15,2015,"(10,15]",27,"Hamachane Hazioni","איחוד","combined","Abb-B","מרכז-שמאל","Center-Left","שמאל","left","Globes","Raffi Smit",-12,12,"3","04","2014",7,15,6,2015-03-17,342,0.0447213595499958,14,15
2014-04-09,"גלובס","רפי סמית","מדגם",500,"כולנו",13,2015,"(10,15]",10,"Kulanu","פיצול,חדש","new,split","Ad","מרכז-ימין","Center-Right","ימין","right","Globes","Raffi Smit",3,3,"3","04","2014",17,15,6,2015-03-17,342,0.0447213595499958,12,13
2014-04-09,"גלובס","רפי סמית","מדגם",500,"יש עתיד",12,2015,"(10,15]",12,"Yesh Atid","ישן","old","Q","מרכז-ימין","Center-Right","ימין","right","Globes","Raffi Smit",0,0,"3","04","2014",14,15,6,2015-03-17,342,0.0447213595499958,11,12
2014-04-09,"גלובס","רפי סמית","מדגם",500,"הבית היהודי",11,2015,"(10,15]",8,"Habayit Hayehudi","איחוד","combined","E-F","ימין","Right","ימין","right","Globes","Raffi Smit",3,3,"3","04","2014",4,15,6,2015-03-17,342,0.0447213595499958,10,11
2014-04-09,"גלובס","רפי סמית","מדגם",500,"רשימה משותפת ערבית",11,2015,"(10,15]",13,"Combined Arab Parties","איחוד","combined","I-J-K-L","שמאל","Left","שמאל","left","Globes","Raffi Smit",-2,2,"3","04","2014",26,15,6,2015-03-17,342,0.0447213595499958,10,11
2014-04-09,"גלובס","רפי סמית","מדגם",500,"ישראל ביתנו",10,2015,"(5,10]",5,"Israel Beytenu","פיצול,ישן","old,split","Ac","ימין","Right","ימין","right","Globes","Raffi Smit",5,5,"3","04","2014",15,15,6,2015-03-17,342,0.0447213595499958,9,10
2014-04-09,"גלובס","רפי סמית","מדגם",500,"מרצ",8,2015,"(5,10]",5,"Meretz","ישן","old","G","שמאל","Left","שמאל","left","Globes","Raffi Smit",3,3,"3","04","2014",19,15,6,2015-03-17,342,0.0447213595499958,7,8
2014-04-09,"גלובס","רפי סמית","מדגם",500,"יהדות התורה",7,2015,"(5,10]",6,"Yehadut Hatorah","ישן","old","H","ימין","Right","ימין","right","Globes","Raffi Smit",1,1,"3","04","2014",12,15,6,2015-03-17,342,0.0447213595499958,6,7
2014-04-09,"גלובס","רפי סמית","מדגם",500,"שס",7,2015,"(5,10]",7,"Shas","פיצול,ישן","old,split","Da","ימין","Right","ימין","right","Globes","Raffi Smit",0,0,"3","04","2014",29,15,6,2015-03-17,342,0.0447213595499958,6,7
2014-04-08,"ערוץ 10","פרויקט המדגם","פאנל",500,"הליכוד",33,2015,"(30,50]",27,"Likud","פיצול,ישן","old,split","Aa","ימין","Right","ימין","right","Channel 10","Project Midgam",6,6,"2","04","2014",5,13,19,2015-03-17,343,0.0447213595499958,31,34
2014-04-08,"ערוץ 10","פרויקט המדגם","פאנל",500,"הליכוד",28,2015,"(20,30]",27,"Likud","פיצול,ישן","old,split","Aa","ימין","Right","ימין","right","Channel 10","Project Midgam",1,1,"2","04","2014",5,13,19,2015-03-17,343,0.0447213595499958,26,29
2014-04-08,"ערוץ 10","פרויקט המדגם","פאנל",500,"המחנה הציוני",18,2015,"(15,20]",27,"Hamachane Hazioni","איחוד","combined","Abb-B","מרכז-שמאל","Center-Left","שמאל","left","Channel 10","Project Midgam",-9,9,"2","04","2014",7,13,19,2015-03-17,343,0.0447213595499958,17,18
2014-04-08,"ערוץ 10","פרויקט המדגם","פאנל",500,"הבית היהודי",13,2015,"(10,15]",8,"Habayit Hayehudi","איחוד","combined","E-F","ימין","Right","ימין","right","Channel 10","Project Midgam",5,5,"2","04","2014",4,13,19,2015-03-17,343,0.0447213595499958,12,13
2014-04-08,"ערוץ 10","פרויקט המדגם","פאנל",500,"יש עתיד",12,2015,"(10,15]",12,"Yesh Atid","ישן","old","Q","מרכז-ימין","Center-Right","ימין","right","Channel 10","Project Midgam",0,0,"2","04","2014",14,13,19,2015-03-17,343,0.0447213595499958,11,12
2014-04-08,"ערוץ 10","פרויקט המדגם","פאנל",500,"רשימה משותפת ערבית",12,2015,"(10,15]",13,"Combined Arab Parties","איחוד","combined","I-J-K-L","שמאל","Left","שמאל","left","Channel 10","Project Midgam",-1,1,"2","04","2014",26,13,19,2015-03-17,343,0.0447213595499958,11,12
2014-04-08,"ערוץ 10","פרויקט המדגם","פאנל",500,"יש עתיד",11,2015,"(10,15]",12,"Yesh Atid","ישן","old","Q","מרכז-ימין","Center-Right","ימין","right","Channel 10","Project Midgam",-1,1,"2","04","2014",14,13,19,2015-03-17,343,0.0447213595499958,10,11
2014-04-08,"ערוץ 10","פרויקט המדגם","פאנל",500,"כולנו",11,2015,"(10,15]",10,"Kulanu","פיצול,חדש","new,split","Ad","מרכז-ימין","Center-Right","ימין","right","Channel 10","Project Midgam",1,1,"2","04","2014",17,13,19,2015-03-17,343,0.0447213595499958,10,11
2014-04-08,"ערוץ 10","פרויקט המדגם","פאנל",500,"כולנו",10,2015,"(5,10]",10,"Kulanu","פיצול,חדש","new,split","Ad","מרכז-ימין","Center-Right","ימין","right","Channel 10","Project Midgam",0,0,"2","04","2014",17,13,19,2015-03-17,343,0.0447213595499958,9,10
2014-04-08,"ערוץ 10","פרויקט המדגם","פאנל",500,"מרצ",8,2015,"(5,10]",5,"Meretz","ישן","old","G","שמאל","Left","שמאל","left","Channel 10","Project Midgam",3,3,"2","04","2014",19,13,19,2015-03-17,343,0.0447213595499958,7,8
2014-04-08,"ערוץ 10","פרויקט המדגם","פאנל",500,"יהדות התורה",7,2015,"(5,10]",6,"Yehadut Hatorah","ישן","old","H","ימין","Right","ימין","right","Channel 10","Project Midgam",1,1,"2","04","2014",12,13,19,2015-03-17,343,0.0447213595499958,6,7
2014-04-08,"ערוץ 10","פרויקט המדגם","פאנל",500,"שס",7,2015,"(5,10]",7,"Shas","פיצול,ישן","old,split","Da","ימין","Right","ימין","right","Channel 10","Project Midgam",0,0,"2","04","2014",29,13,19,2015-03-17,343,0.0447213595499958,6,7
2014-04-08,"ערוץ 10","פרויקט המדגם","פאנל",500,"ישראל ביתנו",5,2015,"(1,5]",5,"Israel Beytenu","פיצול,ישן","old,split","Ac","ימין","Right","ימין","right","Channel 10","Project Midgam",0,0,"2","04","2014",15,13,19,2015-03-17,343,0.0447213595499958,4,5
2014-04-07,"הארץ","קמיל פוקס","מדגם",504,"הליכוד",37,2015,"(30,50]",27,"Likud","פיצול,ישן","old,split","Aa","ימין","Right","ימין","right","Haretz","Camille Fuchs",10,10,"1","04","2014",5,14,8,2015-03-17,344,0.0445435403187374,35,38
2014-04-07,"הארץ","קמיל פוקס","מדגם",504,"המחנה הציוני",18,2015,"(15,20]",27,"Hamachane Hazioni","איחוד","combined","Abb-B","מרכז-שמאל","Center-Left","שמאל","left","Haretz","Camille Fuchs",-9,9,"1","04","2014",7,14,8,2015-03-17,344,0.0445435403187374,17,18
2014-04-07,"הארץ","קמיל פוקס","מדגם",504,"הבית היהודי",15,2015,"(10,15]",8,"Habayit Hayehudi","איחוד","combined","E-F","ימין","Right","ימין","right","Haretz","Camille Fuchs",7,7,"1","04","2014",4,14,8,2015-03-17,344,0.0445435403187374,14,15
2014-04-07,"הארץ","קמיל פוקס","מדגם",504,"יש עתיד",14,2015,"(10,15]",12,"Yesh Atid","ישן","old","Q","מרכז-ימין","Center-Right","ימין","right","Haretz","Camille Fuchs",2,2,"1","04","2014",14,14,8,2015-03-17,344,0.0445435403187374,13,14
2014-04-07,"הארץ","קמיל פוקס","מדגם",504,"רשימה משותפת ערבית",11,2015,"(10,15]",13,"Combined Arab Parties","איחוד","combined","I-J-K-L","שמאל","Left","שמאל","left","Haretz","Camille Fuchs",-2,2,"1","04","2014",26,14,8,2015-03-17,344,0.0445435403187374,10,11
2014-04-07,"הארץ","קמיל פוקס","מדגם",504,"מרצ",9,2015,"(5,10]",5,"Meretz","ישן","old","G","שמאל","Left","שמאל","left","Haretz","Camille Fuchs",4,4,"1","04","2014",19,14,8,2015-03-17,344,0.0445435403187374,8,9
2014-04-07,"הארץ","קמיל פוקס","מדגם",504,"שס",9,2015,"(5,10]",7,"Shas","פיצול,ישן","old,split","Da","ימין","Right","ימין","right","Haretz","Camille Fuchs",2,2,"1","04","2014",29,14,8,2015-03-17,344,0.0445435403187374,8,9
2014-04-07,"הארץ","קמיל פוקס","מדגם",504,"יהדות התורה",7,2015,"(5,10]",6,"Yehadut Hatorah","ישן","old","H","ימין","Right","ימין","right","Haretz","Camille Fuchs",1,1,"1","04","2014",12,14,8,2015-03-17,344,0.0445435403187374,6,7
2014-03-20,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",500,"הליכוד",36,2015,"(30,50]",27,"Likud","פיצול,ישן","old,split","Aa","ימין","Right","ימין","right","Maariv - Weekend","Panel Politics",9,9,"4","03","2014",5,12,15,2015-03-17,362,0.0447213595499958,34,37
2014-03-20,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",500,"הליכוד",34,2015,"(30,50]",27,"Likud","פיצול,ישן","old,split","Aa","ימין","Right","ימין","right","Maariv - Weekend","Panel Politics",7,7,"4","03","2014",5,12,15,2015-03-17,362,0.0447213595499958,32,35
2014-03-20,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",500,"המחנה הציוני",24,2015,"(20,30]",27,"Hamachane Hazioni","איחוד","combined","Abb-B","מרכז-שמאל","Center-Left","שמאל","left","Maariv - Weekend","Panel Politics",-3,3,"4","03","2014",7,12,15,2015-03-17,362,0.0447213595499958,22,25
2014-03-20,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",500,"המחנה הציוני",23,2015,"(20,30]",27,"Hamachane Hazioni","איחוד","combined","Abb-B","מרכז-שמאל","Center-Left","שמאל","left","Maariv - Weekend","Panel Politics",-4,4,"4","03","2014",7,12,15,2015-03-17,362,0.0447213595499958,21,24
2014-03-20,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",500,"הבית היהודי",15,2015,"(10,15]",8,"Habayit Hayehudi","איחוד","combined","E-F","ימין","Right","ימין","right","Maariv - Weekend","Panel Politics",7,7,"4","03","2014",4,12,15,2015-03-17,362,0.0447213595499958,14,15
